sector_id,gouvernorat,gov_type,zone_type,lat,lon,population,nb_menages,taille_menage,surface_km2,densite_pop,nb_food_poi,nb_bennes_org,dist_centre,zone_coeff,nb_chiens,risk_class
JEN_0025,Jendouba,rural,periphery,36.4998,8.83237,5059,1041,4.86,1.299,3893.9,1,2,0.468,0.8,354,1
JEN_0026,Jendouba,rural,residential,36.56911,8.6813,3218,1068,3.01,0.44,7320.6,8,4,0.59,1.0,297,1
JEN_0027,Jendouba,rural,park,36.34095,8.79778,11556,3590,3.22,2.514,4596.9,4,11,0.436,0.9,912,1
JEN_0028,Jendouba,rural,residential,36.59689,8.77231,3648,1117,3.27,8.093,450.7,7,4,0.891,1.0,268,1
JEN_0029,Jendouba,rural,residential,36.40294,8.75583,8619,2105,4.09,2.856,3017.7,5,14,0.115,1.0,1050,2
JEN_0030,Jendouba,rural,mixed,36.41349,8.72365,6343,1833,3.46,2.588,2450.6,11,12,0.662,1.3,563,1
JEN_0031,Jendouba,rural,periphery,36.5651,8.81033,3686,1084,3.4,6.36,579.6,0,3,0.938,0.8,270,1
JEN_0032,Jendouba,rural,park,36.40613,8.70444,7981,2367,3.37,4.963,1608.0,1,5,0.497,0.9,646,1
JEN_0033,Jendouba,rural,periphery,36.49785,8.81044,5849,1468,3.98,1.959,2985.6,0,7,0.642,0.8,374,1
JEN_0034,Jendouba,rural,mixed,36.52367,8.67772,28817,8230,3.5,0.975,29555.3,14,37,0.357,1.3,4425,2
JEN_0035,Jendouba,rural,residential,36.55649,8.83163,28442,7195,3.95,1.598,17799.7,6,33,0.196,1.0,2946,2
JEN_0036,Jendouba,rural,mixed,36.47917,8.79495,21776,10764,2.02,0.891,24433.7,8,23,0.625,1.3,3133,2
JEN_0037,Jendouba,rural,periphery,36.4461,8.85496,1844,452,4.07,0.675,2733.1,0,1,0.78,0.8,108,1
JEN_0038,Jendouba,rural,residential,36.64915,8.81422,15744,4786,3.29,4.36,3611.3,4,25,0.58,1.0,1890,2
JEN_0039,Jendouba,rural,mixed,36.43728,8.73708,16988,5049,3.36,0.796,21332.9,12,21,0.273,1.3,2772,2
JEN_0040,Jendouba,rural,residential,36.52521,8.80846,5246,1724,3.04,1.155,4540.5,8,10,0.242,1.0,524,1
JEN_0041,Jendouba,rural,periphery,36.47102,8.73393,10312,2628,3.92,1.755,5876.2,1,9,0.243,0.8,1068,2
JEN_0042,Jendouba,rural,park,36.53559,8.69224,11076,3001,3.69,6.249,1772.3,2,19,0.828,0.9,975,1
JEN_0043,Jendouba,rural,park,36.44529,8.82946,2756,813,3.39,0.146,18891.9,4,2,0.747,0.9,193,1
JEN_0044,Jendouba,rural,residential,36.59025,8.91761,11074,3972,2.79,0.945,11718.6,4,17,0.371,1.0,1194,2
JEN_0045,Jendouba,rural,periphery,36.46094,8.80488,12539,3314,3.78,0.712,17617.4,3,11,0.702,0.8,1010,1
JEN_0046,Jendouba,rural,residential,36.38972,8.78777,6992,2186,3.2,1.576,4437.3,6,8,0.283,1.0,796,2
JEN_0047,Jendouba,rural,park,36.49582,8.75936,7086,2134,3.32,0.887,7984.4,0,6,0.659,0.9,589,1
JEN_0048,Jendouba,rural,residential,36.51392,8.86724,4944,2339,2.11,2.398,2061.3,8,5,0.72,1.0,335,1
JEN_0049,Jendouba,rural,periphery,36.4395,8.79659,5246,1461,3.59,0.32,16396.1,0,7,0.856,0.8,359,1
KEF_0000,Kef,rural,residential,36.19111,8.80486,2697,861,3.13,1.711,1576.0,1,5,0.188,1.0,186,1
KEF_0001,Kef,rural,periphery,36.19215,8.62295,2904,830,3.5,0.781,3717.7,2,1,0.461,0.8,189,1
KEF_0002,Kef,rural,residential,36.23346,8.74236,2803,794,3.53,2.471,1134.3,4,3,0.815,1.0,249,1
KEF_0003,Kef,rural,residential,36.22371,8.72174,10233,2593,3.95,5.192,1971.0,8,12,0.785,1.0,887,1
KEF_0004,Kef,rural,residential,36.22887,8.74247,4010,1261,3.18,1.205,3326.9,4,2,0.719,1.0,475,2
KEF_0005,Kef,rural,residential,36.13032,8.78622,7852,2533,3.1,2.896,2711.0,5,8,0.252,1.0,653,1
KEF_0006,Kef,rural,periphery,36.07136,8.64996,2953,1197,2.47,1.212,2436.1,1,4,0.335,0.8,203,1
KEF_0007,Kef,rural,periphery,36.19072,8.6945,9189,2368,3.88,0.955,9620.1,3,10,0.822,0.8,567,1
KEF_0008,Kef,rural,residential,36.2092,8.74944,3568,1297,2.75,1.023,3488.9,6,4,0.424,1.0,398,2
KEF_0009,Kef,rural,residential,36.13591,8.69402,8123,2022,4.02,2.777,2924.7,1,14,0.114,1.0,891,2
KEF_0010,Kef,rural,residential,36.24021,8.78778,5050,1657,3.05,0.479,10553.0,8,7,0.829,1.0,478,1
KEF_0011,Kef,rural,mixed,36.19999,8.7195,11187,3088,3.62,14.415,776.1,6,14,0.856,1.3,1382,2
KEF_0012,Kef,rural,residential,36.23233,8.75357,4350,1294,3.36,2.872,1514.5,9,10,0.729,1.0,397,1
KEF_0013,Kef,rural,residential,36.15801,8.71622,7798,2561,3.04,0.564,13822.0,7,10,0.39,1.0,603,1
KEF_0014,Kef,rural,residential,36.22054,8.72365,6485,2284,2.84,3.601,1801.1,1,11,0.832,1.0,528,1
KEF_0015,Kef,rural,periphery,36.17011,8.6952,5023,1481,3.39,2.894,1735.4,1,3,0.663,0.8,327,1
KEF_0016,Kef,rural,residential,36.2224,8.66843,2232,686,3.25,0.6,3721.0,7,3,0.695,1.0,171,1
KEF_0017,Kef,rural,residential,36.1289,8.85021,1244,329,3.77,16.316,76.2,4,2,0.171,1.0,77,1
KEF_0018,Kef,rural,periphery,36.20548,8.69862,6001,1836,3.27,0.362,16567.3,1,9,0.097,0.8,616,2
KEF_0019,Kef,rural,residential,36.20834,8.7313,10061,2924,3.44,4.5,2235.8,6,11,0.132,1.0,923,1
KEF_0020,Kef,rural,periphery,36.19738,8.77453,4652,1233,3.77,0.95,4896.8,1,1,0.539,0.8,370,1
KEF_0021,Kef,rural,residential,36.29494,8.78377,6007,1551,3.87,0.279,21494.2,4,7,0.261,1.0,608,2
KEF_0022,Kef,rural,periphery,36.23169,8.66597,2945,958,3.07,2.477,1188.7,0,2,0.529,0.8,182,1
KEF_0023,Kef,rural,residential,36.155,8.68876,10170,2235,4.55,3.759,2705.4,3,15,0.232,1.0,1051,2
KEF_0024,Kef,rural,periphery,36.17311,8.66907,3226,826,3.9,0.794,4063.2,2,4,0.091,0.8,238,1
KEF_0025,Kef,rural,periphery,36.17111,8.7912,6085,1605,3.79,3.127,1946.2,0,9,0.353,0.8,345,1
KEF_0026,Kef,rural,periphery,36.12647,8.55207,5443,1281,4.25,0.387,14068.3,3,5,0.654,0.8,451,1
KEF_0027,Kef,rural,periphery,36.17747,8.72613,5282,1803,2.93,1.57,3364.2,1,7,0.902,0.8,321,1
KEF_0028,Kef,rural,residential,36.15959,8.71815,8331,2139,3.89,1.756,4743.4,3,8,0.514,1.0,616,1
KEF_0029,Kef,rural,mixed,36.1817,8.70487,6806,1645,4.14,0.314,21664.8,10,6,0.544,1.3,1088,2
KEF_0030,Kef,rural,periphery,36.14795,8.65648,10624,2861,3.71,2.345,4530.5,2,14,0.126,0.8,849,1
KEF_0031,Kef,rural,residential,36.15545,8.68654,7197,2100,3.43,10.576,680.5,2,10,0.16,1.0,734,2
KEF_0032,Kef,rural,residential,36.27524,8.68775,2149,749,2.87,1.425,1508.2,4,1,0.754,1.0,186,1
KEF_0033,Kef,rural,park,36.20421,8.62814,8028,2652,3.03,0.797,10071.8,3,17,0.278,0.9,832,2
KEF_0034,Kef,rural,mixed,36.18417,8.73675,4040,1464,2.76,0.679,5949.4,9,5,0.242,1.3,490,2
KEF_0035,Kef,rural,residential,36.23795,8.70937,7681,2201,3.49,0.45,17078.0,6,9,0.759,1.0,927,2
KEF_0036,Kef,rural,residential,36.17238,8.67086,5168,1447,3.57,0.584,8845.2,8,9,0.258,1.0,438,1
KEF_0037,Kef,rural,residential,36.18641,8.72045,7025,2582,2.72,1.344,5226.2,5,10,0.263,1.0,562,1
KEF_0038,Kef,rural,residential,36.12119,8.61499,4573,1182,3.87,1.188,3848.3,8,12,0.585,1.0,366,1
KEF_0039,Kef,rural,periphery,36.12061,8.67146,19021,4834,3.93,3.219,5908.3,2,27,0.479,0.8,1513,1
KEF_0040,Kef,rural,residential,36.17957,8.6786,5636,1485,3.79,7.197,783.2,2,6,0.775,1.0,464,1
KEF_0041,Kef,rural,periphery,36.26958,8.67694,3768,1479,2.55,0.528,7141.2,3,9,0.505,0.8,272,1
KEF_0042,Kef,rural,periphery,36.17521,8.68756,3193,918,3.47,0.759,4205.0,4,4,0.949,0.8,261,1
KEF_0043,Kef,rural,mixed,36.19062,8.69018,4775,1413,3.38,0.336,14230.0,16,11,0.52,1.3,731,2
KEF_0044,Kef,rural,periphery,36.1522,8.75288,2746,627,4.38,0.572,4802.2,3,2,0.506,0.8,205,1
KEF_0045,Kef,rural,periphery,36.18017,8.63609,5460,1349,4.04,2.365,2308.6,1,7,0.474,0.8,481,1
KEF_0046,Kef,rural,residential,36.14509,8.72376,6225,2229,2.79,0.571,10897.2,9,14,0.068,1.0,687,2
KEF_0047,Kef,rural,residential,36.17279,8.73453,5419,1455,3.72,1.437,3771.6,5,6,0.52,1.0,422,1
KEF_0048,Kef,rural,residential,36.22437,8.71017,10414,3608,2.89,0.672,15501.8,6,14,0.328,1.0,962,1
KEF_0049,Kef,rural,residential,36.04397,8.7805,11452,4015,2.85,1.039,11022.6,7,14,0.38,1.0,1393,2
SIL_0000,Siliana,rural,park,36.14481,9.46034,5082,1521,3.34,2.983,1703.4,3,6,0.702,0.9,389,1
SIL_0001,Siliana,rural,periphery,36.08515,9.40023,1527,343,4.45,2.794,546.5,1,1,0.318,0.8,110,1
SIL_0002,Siliana,rural,periphery,36.109,9.44016,5813,1426,4.07,1.1,5284.7,2,5,0.42,0.8,483,1
SIL_0003,Siliana,rural,residential,36.08878,9.39453,6523,1734,3.76,0.91,7164.9,6,8,0.864,1.0,606,1
SIL_0004,Siliana,rural,residential,36.14796,9.46125,6786,1965,3.45,2.328,2915.5,7,12,0.968,1.0,659,1
SIL_0005,Siliana,rural,residential,36.06461,9.35544,4029,909,4.43,3.813,1056.6,3,4,0.113,1.0,361,1
SIL_0006,Siliana,rural,periphery,36.0844,9.3221,1706,448,3.81,2.614,652.5,2,2,0.859,0.8,95,1
SIL_0007,Siliana,rural,periphery,36.02938,9.31261,6577,2475,2.66,1.413,4655.0,0,11,0.645,0.8,561,1
SIL_0008,Siliana,rural,residential,36.11314,9.36411,2592,825,3.14,3.383,766.1,7,4,0.34,1.0,270,2
SIL_0009,Siliana,rural,periphery,36.08163,9.43068,2543,659,3.85,4.567,556.8,3,4,0.301,0.8,177,1
SIL_0010,Siliana,rural,mixed,36.08851,9.37883,7181,2416,2.97,1.937,3706.4,13,9,0.558,1.3,466,1
SIL_0011,Siliana,rural,periphery,36.01284,9.40291,2581,748,3.45,2.769,932.0,1,1,0.156,0.8,223,1
SIL_0012,Siliana,rural,mixed,36.11117,9.33097,6374,2082,3.06,0.429,14867.7,14,4,0.548,1.3,835,2
SIL_0013,Siliana,rural,park,36.03151,9.29398,5035,1414,3.56,1.361,3698.1,2,4,0.076,0.9,480,1
SIL_0014,Siliana,rural,residential,36.08178,9.34824,6808,1909,3.57,4.958,1373.0,5,13,0.445,1.0,710,2
SIL_0015,Siliana,rural,mixed,36.10576,9.39746,5023,1164,4.31,4.111,1221.7,11,3,0.603,1.3,490,1
SIL_0016,Siliana,rural,periphery,36.07121,9.31307,2525,871,2.9,1.734,1455.9,6,1,0.627,0.8,133,1
SIL_0017,Siliana,rural,park,36.08972,9.38901,5450,1591,3.42,1.923,2834.7,1,7,0.798,0.9,441,1
SIL_0018,Siliana,rural,periphery,36.13218,9.40633,5348,1513,3.53,1.117,4787.8,1,11,0.823,0.8,390,1
SIL_0019,Siliana,rural,residential,36.00698,9.33207,9729,3580,2.72,1.177,8263.4,5,11,0.456,1.0,1091,2
SIL_0020,Siliana,rural,residential,36.08939,9.30633,4242,1338,3.17,1.55,2736.7,9,4,0.309,1.0,365,1
SIL_0021,Siliana,rural,periphery,36.00779,9.45485,1556,469,3.31,3.33,467.3,3,4,0.687,0.8,79,1
SIL_0022,Siliana,rural,park,36.11922,9.32702,2695,707,3.81,2.59,1040.4,2,2,0.578,0.9,186,1
SIL_0023,Siliana,rural,mixed,36.014,9.38209,3163,1252,2.52,1.263,2505.0,14,3,0.55,1.3,300,1
SIL_0024,Siliana,rural,residential,36.09424,9.38764,3808,1061,3.59,1.406,2708.4,7,5,0.408,1.0,375,1
SIL_0025,Siliana,rural,residential,36.00775,9.35283,1847,483,3.82,2.811,657.0,4,5,0.593,1.0,184,1
SIL_0026,Siliana,rural,residential,36.13364,9.34067,4897,1354,3.61,0.672,7290.8,7,11,0.733,1.0,453,1
SIL_0027,Siliana,rural,park,36.07142,9.30713,4530,1275,3.55,4.204,1077.5,0,7,0.235,0.9,380,1
SIL_0028,Siliana,rural,periphery,36.05257,9.46407,1296,362,3.57,4.837,267.9,0,1,0.65,0.8,65,1
SIL_0029,Siliana,rural,residential,36.0825,9.36006,4683,1217,3.85,1.315,3561.5,4,11,0.16,1.0,446,1
SIL_0030,Siliana,rural,periphery,36.0456,9.39382,4414,1324,3.33,2.272,1943.1,1,5,0.097,0.8,294,1
SIL_0031,Siliana,rural,residential,36.16528,9.36392,10979,3418,3.21,1.513,7256.4,6,14,0.688,1.0,1012,1
SIL_0032,Siliana,rural,residential,36.05002,9.30015,5140,1215,4.23,5.126,1002.8,3,9,0.46,1.0,562,2
SIL_0033,Siliana,rural,residential,36.12146,9.36684,6685,1795,3.72,5.992,1115.7,2,8,0.729,1.0,705,2
SIL_0034,Siliana,rural,residential,36.07923,9.41799,5392,2519,2.14,0.838,6431.8,11,7,0.303,1.0,439,1
SIL_0035,Siliana,rural,residential,36.02744,9.42625,6358,1758,3.62,2.732,2327.4,6,8,0.488,1.0,533,1
SIL_0036,Siliana,rural,mixed,36.13826,9.37901,3596,877,4.1,0.968,3715.3,15,1,0.679,1.3,351,1
SIL_0037,Siliana,rural,residential,35.99285,9.38336,4374,1015,4.31,3.827,1143.0,8,8,0.672,1.0,458,2
SIL_0038,Siliana,rural,mixed,36.06167,9.37177,6729,2049,3.28,1.057,6367.7,10,5,0.582,1.3,580,1
SIL_0039,Siliana,rural,residential,36.03545,9.43749,4455,1164,3.83,2.241,1988.3,4,8,0.731,1.0,301,1
SIL_0040,Siliana,rural,park,36.06634,9.34283,5457,1735,3.14,0.591,9228.9,1,5,0.314,0.9,449,1
SIL_0041,Siliana,rural,residential,36.1201,9.38088,2868,747,3.84,0.84,3415.3,7,5,0.467,1.0,166,1
SIL_0042,Siliana,rural,park,36.0495,9.3775,12073,3404,3.55,0.898,13447.8,0,16,0.892,0.9,961,1
SIL_0043,Siliana,rural,park,36.03514,9.34781,2535,631,4.02,1.313,1931.0,6,3,0.691,0.9,176,1
SIL_0044,Siliana,rural,residential,36.07361,9.33183,5422,1689,3.21,2.469,2196.1,1,5,0.761,1.0,604,2
SIL_0045,Siliana,rural,periphery,36.09179,9.41745,3432,871,3.94,1.407,2439.4,2,3,0.37,0.8,249,1
SIL_0046,Siliana,rural,periphery,36.18046,9.31911,6203,1860,3.33,0.496,12499.3,3,9,0.544,0.8,533,1
SIL_0047,Siliana,rural,residential,36.04884,9.38933,8182,2552,3.21,1.43,5722.0,5,6,0.635,1.0,625,1
SIL_0048,Siliana,rural,periphery,36.12076,9.35133,10953,2817,3.89,2.195,4989.2,2,20,0.563,0.8,605,1
SIL_0049,Siliana,rural,periphery,36.05968,9.42078,4123,1326,3.11,1.193,3456.6,1,3,0.423,0.8,301,1
SOU_0000,Sousse,urban,mixed,35.77178,10.65509,5743,1615,3.55,0.991,5797.8,12,8,0.507,1.3,653,2
SOU_0001,Sousse,urban,industrial,35.84394,10.62768,23552,8986,2.62,1.06,22228.3,0,21,0.621,0.7,2010,1
SOU_0002,Sousse,urban,residential,35.84562,10.71481,7004,1801,3.89,2.307,3035.8,10,6,0.357,1.0,448,1
SOU_0003,Sousse,urban,commercial,35.87511,10.6153,10472,2555,4.1,2.054,5097.3,26,13,0.67,1.6,1871,2
SOU_0004,Sousse,urban,residential,35.9174,10.68554,11305,3136,3.6,1.437,7866.8,5,17,0.709,1.0,984,1
SOU_0005,Sousse,urban,commercial,35.88453,10.62597,19418,5888,3.3,7.23,2685.6,24,36,0.808,1.6,2578,2
SOU_0006,Sousse,urban,mixed,35.8536,10.58564,36655,8963,4.09,2.221,16507.5,12,40,0.387,1.3,6214,2
SOU_0007,Sousse,urban,residential,35.88667,10.74816,20342,6228,3.27,0.93,21884.2,4,29,0.66,1.0,1796,1
SOU_0008,Sousse,urban,industrial,35.78961,10.59349,17824,5262,3.39,4.38,4069.0,0,22,0.502,0.7,1144,1
SOU_0009,Sousse,urban,park,35.78272,10.55549,17075,4807,3.55,2.28,7490.1,1,21,0.541,0.9,1497,1
SOU_0010,Sousse,urban,residential,35.80941,10.69862,12313,3919,3.14,3.324,3703.8,4,13,0.47,1.0,1256,2
SOU_0011,Sousse,urban,residential,35.89327,10.62476,11304,2389,4.73,2.742,4123.0,4,16,0.555,1.0,922,1
SOU_0012,Sousse,urban,mixed,35.78184,10.73801,8957,2231,4.01,0.562,15929.7,5,16,0.274,1.3,1605,2
SOU_0013,Sousse,urban,residential,35.81811,10.56231,12858,3986,3.23,2.224,5781.8,3,16,0.826,1.0,1075,1
SOU_0014,Sousse,urban,industrial,35.89759,10.61149,19234,4735,4.06,1.837,10470.3,2,25,0.404,0.7,1481,1
SOU_0015,Sousse,urban,commercial,35.85628,10.71023,11790,3424,3.44,4.374,2695.7,27,21,0.643,1.6,1428,2
SOU_0016,Sousse,urban,commercial,35.80991,10.76252,29885,11209,2.67,2.43,12299.6,29,33,0.719,1.6,4800,2
SOU_0017,Sousse,urban,residential,35.75523,10.63274,17886,5220,3.43,1.203,14869.8,7,26,0.129,1.0,2026,2
SOU_0018,Sousse,urban,industrial,35.84262,10.70905,15364,5178,2.97,1.496,10269.8,0,23,0.814,0.7,1158,1
SOU_0019,Sousse,urban,residential,35.79795,10.6501,7127,1747,4.08,1.831,3893.5,6,9,0.76,1.0,604,1
SOU_0020,Sousse,urban,commercial,35.82818,10.67116,19874,6111,3.25,3.478,5714.2,14,23,0.477,1.6,2016,2
SOU_0021,Sousse,urban,commercial,35.90882,10.55775,2985,950,3.14,1.924,1551.5,20,8,0.222,1.6,420,2
SOU_0022,Sousse,urban,industrial,35.81424,10.73469,11804,3209,3.68,0.658,17926.6,1,9,0.661,0.7,812,1
SOU_0023,Sousse,urban,park,35.88103,10.62934,42754,14288,2.99,2.244,19054.3,3,64,0.106,0.9,4211,1
SOU_0024,Sousse,urban,residential,35.79799,10.59989,13523,3989,3.39,0.843,16043.3,5,21,0.526,1.0,1652,2
SOU_0025,Sousse,urban,residential,35.85928,10.60404,10750,3234,3.32,0.85,12647.4,7,10,0.459,1.0,1101,2
SOU_0026,Sousse,urban,residential,35.89996,10.61583,18147,4794,3.78,0.63,28803.4,3,23,0.492,1.0,2139,2
SOU_0027,Sousse,urban,industrial,35.84738,10.66322,13900,4816,2.89,0.632,22004.6,1,16,0.108,0.7,863,1
SOU_0028,Sousse,urban,residential,35.8435,10.58013,8837,2698,3.27,3.482,2537.6,4,5,0.463,1.0,754,1
SOU_0029,Sousse,urban,residential,35.82735,10.64809,23401,5454,4.29,1.573,14878.8,9,34,0.656,1.0,2123,1
SOU_0030,Sousse,urban,commercial,35.86791,10.57285,13817,4265,3.24,2.116,6529.0,23,13,0.748,1.6,1374,1
SOU_0031,Sousse,urban,residential,35.77327,10.66853,32331,13088,2.47,2.256,14332.4,6,42,0.518,1.0,3615,2
SOU_0032,Sousse,urban,industrial,35.78858,10.59037,9839,3275,3.0,1.734,5672.6,0,11,0.661,0.7,670,1
SOU_0033,Sousse,urban,mixed,35.86261,10.60759,11271,2725,4.14,1.416,7958.9,15,16,0.304,1.3,1134,2
SOU_0034,Sousse,urban,commercial,35.78973,10.66079,8266,2653,3.11,0.333,24799.6,29,11,0.875,1.6,1570,2
SOU_0035,Sousse,urban,commercial,35.89793,10.6414,14724,4788,3.07,1.017,14475.1,14,22,0.491,1.6,1924,2
SOU_0036,Sousse,urban,industrial,35.80176,10.66006,7891,2116,3.73,0.787,10031.7,1,14,0.44,0.7,515,1
SOU_0037,Sousse,urban,commercial,35.85684,10.60245,14359,4233,3.39,0.4,35941.6,28,19,0.543,1.6,2033,2
SOU_0038,Sousse,urban,mixed,35.80295,10.58018,10308,3288,3.13,1.391,7410.8,12,16,0.491,1.3,1364,2
SOU_0039,Sousse,urban,commercial,35.8164,10.65463,16983,5064,3.35,5.775,2940.9,22,23,0.52,1.6,2862,2
SOU_0040,Sousse,urban,mixed,35.71987,10.60232,8692,2649,3.28,0.449,19358.2,12,14,0.222,1.3,1053,2
SOU_0041,Sousse,urban,mixed,35.79838,10.6689,10272,2978,3.45,1.82,5644.5,12,12,0.65,1.3,1135,2
SOU_0042,Sousse,urban,commercial,35.83331,10.57851,4904,1273,3.85,2.489,1970.4,22,1,0.176,1.6,734,2
SOU_0043,Sousse,urban,industrial,35.8759,10.5712,8040,2113,3.8,0.677,11876.9,0,9,0.439,0.7,579,1
SOU_0044,Sousse,urban,residential,35.77014,10.60487,19669,5113,3.85,1.368,14373.3,4,16,0.26,1.0,2187,2
SOU_0045,Sousse,urban,commercial,35.88712,10.68424,24746,7804,3.17,1.094,22627.5,38,29,0.476,1.6,3970,2
SOU_0046,Sousse,urban,residential,35.82234,10.64617,20955,6054,3.46,8.966,2337.2,8,18,0.555,1.0,1812,1
SOU_0047,Sousse,urban,park,35.70284,10.63581,8267,2480,3.33,1.957,4224.8,0,11,0.548,0.9,596,1
SOU_0048,Sousse,urban,commercial,35.89081,10.62607,14520,4341,3.34,2.156,6735.5,24,17,0.252,1.6,1405,1
SOU_0049,Sousse,urban,mixed,35.84205,10.6234,16740,4487,3.73,0.682,24557.6,5,18,0.869,1.3,2215,2
MON_0000,Monastir,urban,park,35.69738,10.84357,7222,2628,2.75,0.498,14514.8,4,2,0.718,0.9,746,2
MON_0001,Monastir,urban,park,35.74221,10.81036,11010,3295,3.34,2.698,4080.1,0,10,0.574,0.9,860,1
MON_0002,Monastir,urban,residential,35.72597,10.84055,17171,5095,3.37,0.59,29087.4,6,31,0.277,1.0,1875,2
MON_0003,Monastir,urban,park,35.76916,10.79844,13350,5726,2.33,0.375,35620.7,6,12,0.845,0.9,814,1
MON_0004,Monastir,urban,mixed,35.73727,10.81663,24120,7170,3.36,2.246,10741.4,16,32,0.694,1.3,2503,2
MON_0005,Monastir,urban,residential,35.79537,10.81508,14911,4635,3.22,1.323,11273.8,6,19,0.465,1.0,1845,2
MON_0006,Monastir,urban,mixed,35.74146,10.71191,13783,4428,3.11,1.193,11551.5,12,13,0.676,1.3,1684,2
MON_0007,Monastir,urban,residential,35.77626,10.74987,6764,1747,3.87,1.821,3715.3,6,9,0.818,1.0,517,1
MON_0008,Monastir,urban,mixed,35.83966,10.85082,15160,4084,3.71,1.049,14453.6,11,16,0.208,1.3,1811,2
MON_0009,Monastir,urban,residential,35.63944,10.87284,16987,4975,3.41,0.572,29677.0,5,19,0.423,1.0,2069,2
MON_0010,Monastir,urban,residential,35.73258,10.80199,9171,2324,3.95,1.668,5499.1,3,4,0.441,1.0,981,2
MON_0011,Monastir,urban,park,35.76467,10.81134,29689,8479,3.5,2.908,10211.0,1,38,0.493,0.9,2408,1
MON_0012,Monastir,urban,residential,35.78834,10.82187,14143,5576,2.54,1.343,10533.7,8,16,0.24,1.0,1664,2
MON_0013,Monastir,urban,industrial,35.72303,10.86992,6490,1611,4.03,1.525,4255.7,1,8,0.709,0.7,478,1
MON_0014,Monastir,urban,commercial,35.78454,10.83878,17644,5172,3.41,2.258,7812.8,22,23,0.259,1.6,2528,2
MON_0015,Monastir,urban,residential,35.68963,10.81636,8078,2134,3.78,4.663,1732.3,5,11,0.692,1.0,850,2
MON_0016,Monastir,urban,mixed,35.81426,10.80936,11745,3065,3.83,1.649,7122.4,12,14,0.899,1.3,1705,2
MON_0017,Monastir,urban,commercial,35.84104,10.78568,15342,5640,2.72,0.341,44993.2,27,19,0.774,1.6,2419,2
MON_0018,Monastir,urban,commercial,35.81092,10.8122,16503,4104,4.02,1.91,8638.7,13,23,0.725,1.6,2504,2
MON_0019,Monastir,urban,mixed,35.75887,10.88018,9013,2726,3.31,2.26,3988.4,9,10,0.818,1.3,957,2
MON_0020,Monastir,urban,residential,35.70835,10.83365,14903,4792,3.11,0.465,32069.4,6,22,0.676,1.0,1539,2
MON_0021,Monastir,urban,residential,35.78394,10.7935,8637,2401,3.6,0.571,15114.1,2,9,0.112,1.0,863,1
MON_0022,Monastir,urban,residential,35.75888,10.82629,9118,2944,3.1,0.374,24367.2,11,10,0.45,1.0,1047,2
MON_0023,Monastir,urban,commercial,35.82391,10.79772,13365,3188,4.19,1.013,13189.3,33,15,0.273,1.6,2714,2
MON_0024,Monastir,urban,mixed,35.72461,10.82331,7680,1940,3.96,6.921,1109.7,16,6,0.888,1.3,1141,2
MON_0025,Monastir,urban,residential,35.83422,10.82426,12979,3196,4.06,2.98,4355.3,4,23,0.67,1.0,1323,2
MON_0026,Monastir,urban,commercial,35.68087,10.73715,4656,1728,2.69,3.139,1483.3,34,5,0.87,1.6,664,2
MON_0027,Monastir,urban,residential,35.74293,10.87561,4305,1048,4.11,1.884,2285.3,4,6,0.211,1.0,418,1
MON_0028,Monastir,urban,residential,35.79595,10.77658,7710,2462,3.13,2.366,3259.0,5,10,0.694,1.0,637,1
MON_0029,Monastir,urban,industrial,35.83942,10.76199,5242,1523,3.44,1.64,3196.6,1,4,0.736,0.7,300,1
MON_0030,Monastir,urban,commercial,35.71373,10.92348,5303,1589,3.34,1.451,3655.8,18,3,0.927,1.6,743,2
MON_0031,Monastir,urban,residential,35.86703,10.88015,2991,872,3.43,1.289,2320.0,8,7,0.813,1.0,283,1
MON_0032,Monastir,urban,commercial,35.75106,10.78715,12403,3963,3.13,1.289,9622.4,27,15,0.54,1.6,1767,2
MON_0033,Monastir,urban,commercial,35.78544,10.75795,13687,3977,3.44,0.972,14085.1,25,13,0.508,1.6,1961,2
MON_0034,Monastir,urban,residential,35.73811,10.83755,7576,2135,3.55,1.366,5546.2,5,10,0.287,1.0,608,1
MON_0035,Monastir,urban,commercial,35.71685,10.77011,6238,2021,3.09,2.87,2173.7,33,6,0.766,1.6,820,2
MON_0036,Monastir,urban,commercial,35.82893,10.8261,8145,2037,4.0,2.5,3257.4,20,13,0.197,1.6,1285,2
MON_0037,Monastir,urban,park,35.80728,10.86607,14889,4340,3.43,0.763,19521.1,4,17,0.487,0.9,1233,1
MON_0038,Monastir,urban,mixed,35.75987,10.72674,7195,1923,3.74,0.627,11482.1,12,6,0.501,1.3,862,2
MON_0039,Monastir,urban,residential,35.75705,10.87525,12988,3037,4.28,0.555,23414.7,3,16,0.065,1.0,1241,1
MON_0040,Monastir,urban,commercial,35.79834,10.79208,13277,4263,3.11,1.706,7782.5,24,19,0.354,1.6,1174,1
MON_0041,Monastir,urban,commercial,35.81565,10.74319,15266,5131,2.97,9.84,1551.4,32,21,0.414,1.6,2084,2
MON_0042,Monastir,urban,residential,35.73913,10.85267,17588,7258,2.42,0.725,24245.0,6,30,0.429,1.0,1907,2
MON_0043,Monastir,urban,mixed,35.7437,10.83886,15932,5282,3.02,4.473,3561.4,21,16,0.535,1.3,2073,2
